invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,VAT,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating,time_of_day,day_name,month_name,review
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.95,2019-03-24,10:29:00,Cash,263.76,4.761904716,13.188,6.0,Morning,Sunday,March,Good
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.54,2019-03-28,15:31:00,Credit card,256.7,4.761904716,12.835,9.1,Afternoon,Thursday,March,Best
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.81,2019-03-22,19:36:00,Ewallet,407.44,4.761904716,20.372,9.2,Evening,Friday,March,Best
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.17,2019-01-11,11:20:00,Ewallet,89.69,4.761904716,4.4845,4.9,Morning,Friday,January,Better
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.61,2019-01-19,12:47:00,Credit card,35.82,4.761904716,1.791,8.1,Afternoon,Saturday,January,Best
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.62,2019-03-18,16:10:00,Credit card,166.3,4.761904716,8.315,4.2,Evening,Monday,March,Better
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.02,2019-01-05,11:51:00,Credit card,657.16,4.761904716,32.858,7.3,Morning,Saturday,January,Good
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.11,2019-01-06,11:09:00,Cash,15.34,4.761904716,0.767,6.5,Morning,Sunday,January,Good
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.22,2019-02-26,17:46:00,Credit card,55.45,4.761904716,2.7725,4.9,Evening,Tuesday,February,Better
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.61,2019-02-15,15:21:00,Cash,155.82,4.761904716,7.791,7.9,Afternoon,Friday,February,Good
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.99,2019-01-17,15:15:00,Ewallet,412.37,4.761904716,20.6185,9.7,Afternoon,Thursday,January,Best
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.32,2019-02-25,20:35:00,Credit card,195.54,4.761904716,9.777,6.3,Evening,Monday,February,Good
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.59,2019-01-02,16:57:00,Cash,42.47,4.761904716,2.1235,5.7,Evening,Wednesday,January,Good
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.9,2019-03-20,12:24:00,Ewallet,348.48,4.761904716,17.424,4.2,Afternoon,Wednesday,March,Better
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20:00,Credit card,196.6,4.761904716,9.83,7.2,Evening,Friday,March,Good
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.41,2019-03-21,10:40:00,Ewallet,79.44,4.761904716,3.972,4.7,Morning,Thursday,March,Better
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.25,2019-02-04,15:44:00,Ewallet,194.52,4.761904716,9.726,7.6,Afternoon,Monday,February,Good
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.26,2019-01-31,10:00:00,Ewallet,410.72,4.761904716,20.536,7.6,Morning,Thursday,January,Good
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.36,2019-03-21,10:17:00,Credit card,142.25,4.761904716,7.1125,9.1,Morning,Thursday,March,Best
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.87,2019-02-14,14:42:00,Ewallet,91.3,4.761904716,4.565,9.2,Afternoon,Thursday,February,Best
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.76,2019-01-01,14:47:00,Cash,380.72,4.761904716,19.036,5.7,Afternoon,Tuesday,January,Good
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.25,2019-02-11,15:29:00,Cash,240.24,4.761904716,12.012,5.4,Afternoon,Monday,February,Good
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.25,2019-03-28,17:38:00,Cash,182.14,4.761904716,9.107,5.1,Evening,Thursday,March,Best
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.77,2019-01-27,14:36:00,Credit card,490.26,4.761904716,24.513,8.0,Afternoon,Sunday,January,Good
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.99,2019-02-11,16:06:00,Ewallet,379.04,4.761904716,18.952,7.8,Evening,Monday,February,Good
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.68,2019-01-11,16:49:00,Credit card,224.46,4.761904716,11.223,5.6,Evening,Friday,January,Good
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.98,2019-01-07,12:08:00,Credit card,548.55,4.761904716,27.4275,6.0,Afternoon,Monday,January,Good
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.15,2019-02-20,15:29:00,Ewallet,75.38,4.761904716,3.769,9.5,Afternoon,Wednesday,February,Best
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.01,2019-03-19,13:37:00,Cash,166.68,4.761904716,8.334,7.6,Afternoon,Tuesday,March,Good
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.18,2019-03-02,17:36:00,Ewallet,265.89,4.761904716,13.2945,6.0,Evening,Saturday,March,Good
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.03,2019-03-22,14:33:00,Credit card,429.55,4.761904716,21.4775,8.6,Afternoon,Friday,March,Best
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.69,2019-03-04,15:27:00,Ewallet,299.7,4.761904716,14.985,7.2,Afternoon,Monday,March,Good
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.33,2019-02-10,12:56:00,Ewallet,375.55,4.761904716,18.7775,5.2,Afternoon,Sunday,February,Good
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.86,2019-02-07,14:13:00,Cash,45.58,4.761904716,2.279,9.8,Afternoon,Thursday,February,Best
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.67,2019-01-18,10:11:00,Ewallet,264.45,4.761904716,13.2225,7.9,Morning,Friday,January,Good
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.66,2019-02-13,18:27:00,Ewallet,76.82,4.761904716,3.841,7.2,Evening,Wednesday,February,Good
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.29,2019-03-08,13:21:00,Cash,308.85,4.761904716,15.4425,6.7,Afternoon,Friday,March,Good
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.21,2019-03-12,14:21:00,Cash,190.68,4.761904716,9.534,9.1,Afternoon,Tuesday,March,Best
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.36,2019-02-03,15:59:00,Cash,385.1,4.761904716,19.255,5.5,Afternoon,Sunday,February,Good
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09:00,Ewallet,25.0,4.761904716,1.25,5.5,Afternoon,Sunday,March,Good
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.44,2019-01-29,18:15:00,Credit card,88.04,4.761904716,4.402,6.6,Evening,Tuesday,January,Good
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:25:00,Ewallet,580.0,4.761904716,29.0,9.2,Evening,Saturday,March,Best
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26:00,Ewallet,38.6,4.761904716,1.93,6.7,Morning,Tuesday,January,Good
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31:00,Credit card,136.4,4.761904716,6.82,8.6,Morning,Sunday,February,Best
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.92,2019-01-27,18:08:00,Ewallet,73.26,4.761904716,3.663,9.7,Evening,Sunday,January,Best
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.7,2019-03-04,11:19:00,Credit card,86.38,4.761904716,4.319,6.7,Morning,Monday,March,Good
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.12,2019-03-26,11:07:00,Ewallet,53.45,4.761904716,2.6725,7.6,Morning,Tuesday,March,Good
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30:00,Ewallet,560.4,4.761904716,28.02,4.4,Evening,Monday,January,Better
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.92,2019-01-15,10:54:00,Credit card,167.54,4.761904716,8.377,7.0,Morning,Tuesday,January,Good
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.28,2019-03-19,15:23:00,Credit card,15.5,4.761904716,0.775,7.4,Afternoon,Tuesday,March,Good
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.02,2019-03-08,20:38:00,Ewallet,97.16,4.761904716,4.858,7.2,Evening,Friday,March,Good
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.82,2019-03-15,10:12:00,Credit card,193.16,4.761904716,9.658,5.1,Morning,Friday,March,Best
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.96,2019-01-27,18:05:00,Ewallet,379.96,4.761904716,18.998,9.3,Evening,Sunday,January,Best
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.58,2019-03-26,20:21:00,Credit card,138.65,4.761904716,6.9325,4.2,Evening,Tuesday,March,Better
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.19,2019-01-23,14:04:00,Ewallet,89.7,4.761904716,4.485,6.8,Afternoon,Wednesday,January,Good
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25,18:02:00,Cash,47.4,4.761904716,2.37,9.5,Evening,Monday,March,Best
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.87,2019-02-06,13:55:00,Credit card,224.64,4.761904716,11.232,5.9,Afternoon,Wednesday,February,Good
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.78,2019-03-03,20:31:00,Credit card,202.65,4.761904716,10.1325,6.0,Evening,Sunday,March,Good
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.06,2019-02-17,11:12:00,Credit card,647.68,4.761904716,32.384,7.4,Morning,Sunday,February,Good
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.68,2019-01-16,18:41:00,Credit card,186.36,4.761904716,9.318,8.5,Evening,Wednesday,January,Best
630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13,6,18.639,391.42,2019-03-22,20:19:00,Cash,372.78,4.761904716,18.639,7.4,Evening,Friday,March,Good
631-41-3108,A,Yangon,Normal,Male,Home and lifestyle,46.33,7,16.2155,340.53,2019-03-03,13:23:00,Credit card,324.31,4.761904716,16.2155,7.4,Afternoon,Sunday,March,Good
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.94,2019-03-27,20:35:00,Credit card,345.66,4.761904716,17.283,7.3,Evening,Wednesday,March,Good
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.26,2019-01-27,15:51:00,Cash,24.06,4.761904716,1.203,5.1,Afternoon,Sunday,January,Best
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.64,2019-02-17,17:27:00,Credit card,98.7,4.761904716,4.935,9.1,Evening,Sunday,February,Best
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,19:33:00,Ewallet,168.0,4.761904716,8.4,4.8,Evening,Thursday,February,Better
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2019-02-07,11:28:00,Ewallet,716.8,4.761904716,35.84,6.6,Morning,Thursday,February,Good
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2019-02-17,11:15:00,Ewallet,172.8,4.761904716,8.64,9.9,Morning,Sunday,February,Best
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.3,2019-02-14,17:03:00,Credit card,796.48,4.761904716,39.824,5.2,Evening,Thursday,February,Good
642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2019-02-02,20:48:00,Ewallet,109.6,4.761904716,5.48,6.0,Evening,Saturday,February,Good
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.84,2019-03-07,11:44:00,Ewallet,97.94,4.761904716,4.897,6.9,Morning,Thursday,March,Good
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.76,2019-01-19,20:07:00,Ewallet,522.63,4.761904716,26.1315,4.3,Evening,Saturday,January,Better
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.59,2019-01-20,18:09:00,Ewallet,186.28,4.761904716,9.314,4.1,Evening,Sunday,January,Better
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23:00,Ewallet,294.2,4.761904716,14.71,8.9,Evening,Saturday,January,Best
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59:00,Cash,635.6,4.761904716,31.78,4.3,Evening,Wednesday,January,Better
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.24,2019-01-01,13:55:00,Cash,591.66,4.761904716,29.583,7.7,Afternoon,Tuesday,January,Good
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.73,2019-03-03,20:06:00,Credit card,46.41,4.761904716,2.3205,4.0,Evening,Sunday,March,Better
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.24,2019-03-09,13:18:00,Credit card,778.32,4.761904716,38.916,6.2,Afternoon,Saturday,March,Good
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.68,2019-03-05,16:38:00,Ewallet,234.93,4.761904716,11.7465,5.4,Evening,Tuesday,March,Good
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,506.64,2019-03-11,11:03:00,Credit card,482.51,4.761904716,24.1255,4.6,Morning,Monday,March,Better
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.94,2019-01-06,13:58:00,Ewallet,204.7,4.761904716,10.235,9.9,Afternoon,Sunday,January,Best
665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.626,76.15,2019-01-10,17:15:00,Credit card,72.52,4.761904716,3.626,7.2,Evening,Thursday,January,Good
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.68,2019-01-14,12:52:00,Ewallet,483.5,4.761904716,24.175,7.0,Afternoon,Monday,January,Good
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.93,2019-03-04,15:02:00,Ewallet,598.98,4.761904716,29.949,8.5,Afternoon,Monday,March,Best
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.62,2019-03-10,18:44:00,Credit card,655.83,4.761904716,32.7915,4.5,Evening,Sunday,March,Better
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.99,2019-01-08,13:05:00,Ewallet,185.7,4.761904716,9.285,5.0,Afternoon,Tuesday,January,Better
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.91,2019-03-22,14:00:00,Cash,95.15,4.761904716,4.7575,6.0,Afternoon,Friday,March,Good
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04:00,Cash,322.2,4.761904716,16.11,6.6,Evening,Saturday,March,Good
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:28:00,Ewallet,301.4,4.761904716,15.07,9.2,Afternoon,Sunday,February,Best
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20:00,Credit card,989.8,4.761904716,49.49,8.7,Evening,Friday,February,Best
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.62,2019-03-04,12:44:00,Cash,486.3,4.761904716,24.315,8.8,Afternoon,Monday,March,Best
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.07,2019-02-04,16:38:00,Ewallet,215.3,4.761904716,10.765,7.7,Evening,Monday,February,Good
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.4,2019-03-10,18:55:00,Ewallet,77.52,4.761904716,3.876,6.6,Evening,Sunday,March,Good
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.71,2019-01-17,13:01:00,Credit card,812.1,4.761904716,40.605,6.3,Afternoon,Thursday,January,Good
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.13,2019-01-18,20:59:00,Credit card,131.55,4.761904716,6.5775,8.8,Evening,Friday,January,Best
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.88,2019-02-26,12:28:00,Credit card,93.22,4.761904716,4.661,6.6,Afternoon,Tuesday,February,Good
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23:00,Cash,471.2,4.761904716,23.56,8.9,Morning,Sunday,January,Best
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.335,931.04,2019-01-12,14:50:00,Ewallet,886.7,4.761904716,44.335,7.3,Afternoon,Saturday,January,Good
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.95,2019-01-18,18:43:00,Ewallet,174.24,4.761904716,8.712,8.7,Evening,Friday,January,Best
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.46,2019-01-02,15:24:00,Ewallet,249.96,4.761904716,12.498,5.6,Afternoon,Wednesday,January,Good
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9,2019-02-25,16:03:00,Ewallet,457.05,4.761904716,22.8525,7.1,Evening,Monday,February,Good
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.38,2019-03-02,18:14:00,Ewallet,266.08,4.761904716,13.304,6.9,Evening,Saturday,March,Good
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.73,2019-03-11,12:55:00,Ewallet,507.36,4.761904716,25.368,7.4,Afternoon,Monday,March,Good
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.88,2019-01-24,20:36:00,Ewallet,387.5,4.761904716,19.375,4.3,Evening,Thursday,January,Better
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.11,2019-01-28,20:54:00,Ewallet,193.44,4.761904716,9.672,9.8,Evening,Monday,January,Best
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.43,2019-02-09,13:22:00,Cash,31.84,4.761904716,1.592,7.7,Afternoon,Saturday,February,Good
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.95,2019-03-16,12:43:00,Ewallet,318.05,4.761904716,15.9025,4.8,Afternoon,Saturday,March,Better
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.23,2019-02-05,10:16:00,Ewallet,155.46,4.761904716,7.773,8.7,Morning,Tuesday,February,Best
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,355.4,4.761904716,17.77,7.0,Afternoon,Friday,January,Good
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.4,2019-01-11,19:07:00,Credit card,68.95,4.761904716,3.4475,7.8,Evening,Friday,January,Good
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.82,2019-03-19,11:52:00,Credit card,93.16,4.761904716,4.658,5.9,Morning,Tuesday,March,Good
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24:00,Cash,727.8,4.761904716,36.39,7.3,Evening,Sunday,February,Good
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.79,2019-01-10,14:16:00,Ewallet,470.28,4.761904716,23.514,5.8,Afternoon,Thursday,January,Good
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.37,2019-02-04,10:23:00,Cash,176.54,4.761904716,8.827,8.2,Morning,Monday,February,Best
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.86,2019-03-10,20:46:00,Ewallet,116.06,4.761904716,5.803,8.8,Evening,Sunday,March,Best
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.58,2019-01-17,12:48:00,Credit card,129.12,4.761904716,6.456,9.4,Afternoon,Thursday,January,Best
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.62,2019-01-29,11:56:00,Credit card,749.16,4.761904716,37.458,7.4,Morning,Tuesday,January,Good
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.9,2019-03-07,18:35:00,Cash,113.24,4.761904716,5.662,8.2,Evening,Thursday,March,Best
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.63,2019-01-03,12:02:00,Ewallet,207.27,4.761904716,10.3635,7.9,Afternoon,Thursday,January,Good
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.61,2019-03-11,12:04:00,Cash,378.68,4.761904716,18.934,6.8,Afternoon,Monday,March,Good
750-67-8428,A,Yangon,Member,Female,Health and beauty,74.69,7,26.1415,548.97,2019-01-05,13:08:00,Ewallet,522.83,4.761904716,26.1415,9.1,Afternoon,Saturday,January,Best
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.69,2019-02-08,11:39:00,Ewallet,19.7,4.761904716,0.985,9.5,Morning,Friday,February,Best
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.67,2019-03-04,11:27:00,Cash,440.64,4.761904716,22.032,8.0,Morning,Monday,March,Good
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.03,2019-03-26,18:37:00,Credit card,123.84,4.761904716,6.192,8.5,Evening,Tuesday,March,Best
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.41,2019-03-20,15:08:00,Ewallet,447.06,4.761904716,22.353,5.0,Afternoon,Wednesday,March,Better
765-26-6951,A,Yangon,Normal,Male,Sports and travel,72.61,6,21.783,457.44,2019-01-01,10:39:00,Credit card,435.66,4.761904716,21.783,6.9,Morning,Tuesday,January,Good
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.41,2019-01-24,10:57:00,Cash,388.96,4.761904716,19.448,5.0,Morning,Thursday,January,Better
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.52,2019-02-20,15:55:00,Credit card,461.45,4.761904716,23.0725,9.0,Afternoon,Wednesday,February,Best
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.91,2019-02-28,20:18:00,Cash,483.72,4.761904716,24.186,9.1,Evening,Thursday,February,Best
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,15:48:00,Credit card,222.0,4.761904716,11.1,6.6,Afternoon,Sunday,January,Good
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.95,2019-02-17,13:34:00,Credit card,136.14,4.761904716,6.807,7.2,Afternoon,Sunday,February,Good
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59:00,Ewallet,148.6,4.761904716,7.43,8.3,Evening,Saturday,March,Best
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.06,2019-01-19,16:31:00,Cash,307.68,4.761904716,15.384,6.5,Evening,Saturday,January,Good
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.93,2019-03-26,13:54:00,Cash,257.08,4.761904716,12.854,7.7,Afternoon,Tuesday,March,Good
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.42,2019-01-07,16:11:00,Credit card,310.88,4.761904716,15.544,8.8,Evening,Monday,January,Best
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.69,2019-01-29,19:45:00,Cash,436.85,4.761904716,21.8425,6.6,Evening,Tuesday,January,Good
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.19,2019-03-22,15:05:00,Credit card,18.28,4.761904716,0.914,8.3,Afternoon,Friday,March,Best
802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.42,2019-03-06,20:34:00,Cash,552.78,4.761904716,27.639,8.3,Evening,Wednesday,March,Best
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.84,2019-02-17,17:09:00,Cash,710.32,4.761904716,35.516,4.1,Evening,Sunday,February,Better
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.41,2019-01-30,11:32:00,Credit card,281.34,4.761904716,14.067,5.9,Morning,Wednesday,January,Good
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.92,2019-03-20,11:32:00,Cash,845.64,4.761904716,42.282,9.8,Morning,Wednesday,March,Best
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30:00,Ewallet,174.2,4.761904716,8.71,7.0,Afternoon,Friday,February,Good
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,55.0,2019-03-26,19:44:00,Cash,52.38,4.761904716,2.619,5.8,Evening,Tuesday,March,Good
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,17:44:00,Cash,232.6,4.761904716,11.63,8.4,Evening,Wednesday,January,Best
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,19:30:00,Ewallet,456.8,4.761904716,22.84,5.7,Evening,Saturday,January,Good
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22:00,Credit card,454.8,4.761904716,22.74,4.8,Morning,Friday,March,Better
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.85,2019-03-09,19:09:00,Cash,498.9,4.761904716,24.945,5.4,Evening,Saturday,March,Good
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.83,2019-03-09,12:37:00,Ewallet,121.74,4.761904716,6.087,8.7,Afternoon,Saturday,March,Best
